,2
Biomass growth rate,0.12306832880973302
Glucose uptake,-1.648
ALCD25yi,0.0
MTHFCm,0.0
AMPN,0.0
DAGCPTer_RT,0.0
PYRt2,0.0
NNDPRm,0.0
HMGCOASm,-0.00021709253202036906
PDE4,0.0
PAPSR,0.0
FACOAL80p,0.0
URIH,0.0
ACOAO4p,0.0
3IPM3MT,0.0
UDPGD,0.0
CYTDK2,0.0
ACACT4m,0.0
CHTNDA,0.0
FACOAL141,0.0
ACACT7p,0.0
POLYAO,0.08716437456280746
MEVK1,0.10920160486109634
DATUP,0.0
TAUDO,0.0
CSp,0.0
PSERT,0.0
GK2,0.0
CYSt2r,0.0
ATPS2v,0.0
SPHPLer,0.0
PLBPCe_RT,0.0
ALDD19xr,0.0
GTHRDH_syn,0.0
NDPK7,0.00680370948991728
PPDOy,0.0
GLYCLTDy,0.0
DGK1,0.0
SLCBK2er,0.0
CERS126er,0.0
CSm,1.8389876097811442
MI145P6Kn,0.0
ADK3m,0.11348315202038695
DMATT,0.03621839382706038
PMPK,0.0001714341820319581
LGTHL,0.0
PUNP3m,0.0
PPNDH,0.011711674442849433
GLYTRS,0.06316112771173119
HACD4p,0.0
GAT2er_RT,0.0
DASYNer_RT,0.004541221333079148
ACOAD8m,0.0
ECOAH1p,0.0
KYN,0.07087394294656557
HSTPT,0.007699154650336899
FACOAL141p,0.0
FE2t,-0.0005272247206208963
3MOPDC,0.0
PTE11x,0.0
GLUTRS,0.02568103737771342
AICART,0.022716075200042322
CYTD,0.0
42A12BOOX,0.0
DPGM,0.0
TPI,1.1370351441624855
COAtim,0.0
NADS2,0.0
ACACT4p,0.0
HISTRS,0.00752772046830494
PHETRSm,0.0
OMCDC,0.03940709422652057
LEUTA,-0.3158066231052994
DTMPK,0.0003105013935869564
ALCD23yi,0.0
FA140COAabcp,0.0
FACOAL160p,0.0
PGL,0.14276653704414835
THRD_Lm,0.0
BGLA,0.0
TRPTRS,0.0028698303595141644
AMETt2,0.0
SHSL1,0.0
AHSERL,0.0
ACtr,0.0
LNS14DMrx,0.0
ACOAD10m,0.0
TMDPP,0.0
INSTt2,0.0
IPC224PLCg_RT,0.0
DCTCP,0.0
TRPTRSm,0.0
HEX7,0.0
HICITDm,0.05636947891806324
MALtm,0.0
AMID,0.0
MCITSm,0.0
GNNUC,0.0
PNTK,9.476261318344574e-05
FAO80p,0.0
ADA,0.0
GLUDxi,0.0
URAt2,0.0
FA180COAabcp,0.0
AMID2,0.0
ERGSTt,0.0
CSNATp,0.0005252556273599406
UDPG4E,0.0
CYOR_u9m,6.5627621085843915
SHK3Dr,0.02303482217164691
SSALy,0.0
CYSDS,0.0
RBK,0.0
MOHMT,9.476261318344574e-05
IPC324PLCg_RT,0.0
GARFT,0.015016920549705423
PYDAMK,0.0
HKYNH,0.0002071239973871694
DATCY,0.0
NNATn,0.0
METTRSm,0.0
SFGTHi,0.0
IPCS226g_RT,0.0
ACP1e,0.0
FAO141p_even,0.0
FTHFLi,0.17797255620498748
ASAD,-0.053678343771954844
ECOAH7p,0.0
FACOAL140p,0.0
ECOAH9m,0.0
HXPRT,0.0
H2Otm,-23.428692756875883
C22STDSrx,0.0
NTRLASE2,0.0
DHAD2m,0.019514821831030555
ERGSTGLCT,0.0
FACOAL182,0.0
P5CR,0.0
PSPHPLer,0.0
MI1PP,0.0
NAt3_1,0.0
NDPK10,0.0
BPNT2,0.0
RNDR3n,0.0
CPPPGO,8.504021520752552e-05
PTRCt3i,0.0
NAPRT,0.0
MIP2C324PLCg_RT,0.0
ALCD2x,0.0
PTE7x,0.0
NDPK3,0.004984267316794188
FAO161p_odd,0.0
LANOSTt,0.0
FACOAL120,0.0
ECOAH5m,0.0
SACCD4m,0.0
C4STMO2er,0.018021141524266822
URIDK2r,-0.0008378491825366618
NTPP9,0.0
CERS2p24er,0.0
ALPHNH,0.0
DURIPP,0.0
GLUDy,-0.7148418956180839
HSERTA,0.012336123143229984
CITtam,-0.8643848063896696
PHETRS,0.011711674442849433
FMNAT,9.242431493610951e-05
TYRTRS,0.0076749101895613805
TYRTRSm,0.0
NTRLASE3,0.0
ILETRSm,0.0
ASPK,0.053678343771954844
DIPS,0.0
UDPGALt2g,0.0
LALDO3,0.0
HSK,0.04134222062872486
GTPt2m,0.0
PPCDC,9.476261318344574e-05
ATPATF1,0.0
PRATPP,0.007699154650336899
ASPTRS,0.024280889000845084
TYRt6,0.0
FAO161p_even,0.0
PSERDv_RT,0.0
IMPC,-0.022716075200042322
DGTUP,0.0
PDE5,0.0
NDPK9,0.0
RNDR4n,0.0
SUCRe,0.0
TYRt7,0.0
RPE,-0.04472847698975513
HEX4,0.0
ILEt7,0.0
ADNUC,0.0
DHQTi,0.02303482217164691
ORNt3m,0.019342156965710518
LEUTAm,0.27639952887877883
ECOAH6m,0.0
NADH2_u9cm,0.0
OMCDCm,0.0
FA182COAabcp,0.0
CHLPCTD,0.0
NDPK2,0.0
ACOAH,0.0
CERS2p26er,0.0
PYK,2.2778546853231187
TRDRm,0.0
FAS180COA,0.02368253078617216
PPCOAOm,0.0
GHMT2r,-0.12488223290805964
ACACT5p,0.0
ALLTAHr,0.0
CERS324er,0.0
PGAMT,0.0
PMEVK,0.10920160486109634
FAS80COA_L,0.02663666295092099
DHFS,0.0004802126190155598
ACGKm,0.019342156965710518
PGCD,0.0
PPBNGS,0.0003401608608301021
PRMICI,0.007699154650336899
PPNCL3,9.476261318344574e-05
NNAMrm,0.0
PGM,-2.3239243296664127
CYTK2,0.0
MIP2C224PLCg_RT,0.0
GTMLT,0.0
ASP1DC,0.0
ETHAPTer_RT,0.0
PGMT,-0.20629427071394543
GTHRDabcv,0.0
DOLPMMer,0.09943194864686451
DADK,0.0
DTTGY,0.0
ZYMSTt,-0.016607455631229416
ADNCYC,0.00022053844522704156
URIt2,0.0
ASPCT,0.012653639431559113
CYSTRS,0.004217428559980741
ARGt2r,0.0
ACITL,0.6608881249262138
G12MT2g,0.0
PFK_2,0.0
ABUTD,0.0
PEAMNO,0.0
ALDD2x,0.0
PDE1,0.0
IPCS224g_RT,0.0
ALKP,0.0
3HPCOAHYDm,0.0
ASNt6,0.0
DGTCY,0.0
ATPS,0.0
ACGAMPM,0.0038157335347457724
PHETA1,-0.011711674442849433
HEX10,0.0
16GS,0.02182186072289781
MCOATAm,0.0
NADS1n,0.0
AMPTASECG,0.0
THFGLUS,0.0
ADK1,0.7884600161604369
BTDD_RR,0.0
HMGCOAS,-0.10920160486109634
GTPCI,0.0004802126190155598
GMAND,0.0
MTHFDm,0.0
LEUTRS,0.03940709422652056
PMETMer_RT,0.0021167752555274083
G3PD1ir,0.01047311478170828
NNAM,0.0
GLPT,0.0
DRBK,0.0
ADNt2,0.0
UREA2t2,0.0
ASPTA,-0.15224007626583166
MIPCS326g_RT,0.0
PRAMPC,0.007699154650336899
ADSL1r,0.015271548922012752
ARGN,0.0
ICDHyp,0.0
TKT2,-0.033881649580701056
SAM24MTer,0.0006929977595276066
BACCL,0.0
DUTUP,0.0
GTHOr,0.0
MTHFD,-0.14023956045523972
ATP2tp_H,0.0003081630953395715
GLUDC,0.0
METt2r,0.0
HBCO_nadp,0.0
VALTAm,-0.03386446590191662
GTHRDt2,0.0
METSOXR1,0.0
PLDn_RT,0.0
NAPRTm,0.0
FACOAL260p,0.0
PYDXNK,0.0001714341820319581
ALCD2y,0.0
IG3PS,0.007699154650336899
AGATer_RT,0.01047311478170828
DCTPD,0.0
CYTDt2,0.0
UPPRT,0.0
ECOAH12m,0.0005252556273599406
LCYSTCBOXL,0.0
DHAK,0.0
GRTT,0.03612732326374118
ILETRS,0.019514821831030555
IPCS124g_RT,0.0
ILETA,-0.019514821831030555
UREASE,0.0
PTE9m,0.0
TYRTA,-0.007765980752880584
GLCP,0.0
PYRDC,0.1131007787227751
PINOSer_RT,0.0005784211454057451
NNDPR,0.0002071239973871694
MIPC124PLCg_RT,0.0
PIt2m,20.645896377869736
PYDXO_1,0.0
RBFSa,0.00042852392091549034
PMANM,-0.09943194864686451
METTRS,0.007021048158595268
NADS1,0.0002071239973871694
PSERDg_RT,0.0
GLYOX,0.0
D_LACDcm,0.0
ACOAO5p,0.0
DRTPPD,0.00021426196045774517
ALASm,0.0006803217216602041
ALCD24xi,0.0
NDP3g,0.0
DAGPYPer_RT,0.005316551804580466
SPMDt3i,0.41595292186695454
FACOAL100p,0.0
ACACT6m,0.0
3MOBDC,0.0
DAGKer_RT,0.0
MDHm,1.7995805155546236
SERTRS,0.04145802792613476
TALA,-1.158355086353248
ALCD25xi,0.0
GAPD,2.3239243296664127
OIVD3m,0.0
APCPT,0.0
OCBTm,0.0
C5STDSer,0.0006929977595276066
CITtcm,0.2034966814634558
13GS,0.11783817097197698
SHCHD2,0.0
GALKr,0.0
PTE9x,0.0
TMDPK,0.0001714341820319581
CERH126er,0.0
ACONTam,-1.1780994848549304
DCTUP,0.0
MIPC324PLCg_RT,0.0
GLYCTO1p,0.0004802126190155598
FECOSTESTH_RT,0.0
HACD7p,0.0
THRt2r,0.0
ETF,0.0
NP1,0.0
PTPATi,9.476261318344574e-05
IGPS,0.0739508973034669
ALDD20x,0.0
LYSt6,0.0
METS,0.01463516259372464
CYSTL,0.0
PI35BP5Per_RT,0.0
NADK,9.78393214041265e-05
NTD2,0.0
TRDR,0.013938718920990327
MIPCS226g_RT,0.0
CDPDGPm_RT,0.00022152299185751944
FA141COAabcp,0.0
HISTP,0.007699154650336899
FACOAL161p,0.0
GK1,0.007444526278029569
EPISTATer_RT,0.0
ACHLE2,0.0
ACACT6p,0.0
GMPS2,0.0
ADCS,0.0004802126190155598
IMPD,0.007444526278029569
TRPTA,0.0
COAHLp,0.0
LANOSTESTH_RT,0.0
ORNTACim,0.019342156965710518
VALt2r,0.0
C24STRer,0.0006929977595276066
ASNt7,0.0
YUMPS,0.0
PCDAGATer_RT,5.3165518045804655e-05
FA161COAabcp,0.0
IPC226PLCg_RT,0.0
FAS140COA,0.02663666295092099
ACLSm,0.07389157836898058
FAO141p_odd,0.0
G6PDH2r,0.14276653704414835
PIN3Kn_RT,0.0
PSPHSer,0.0004930117252117905
PDHm,1.7512510905577001
NH4t,0.8122871522329996
GLUCYS,0.00023629119131468742
ALATRS,0.07108106694395275
PPPGOm,4.252010760376276e-05
DCMPDA,-0.0005273477889497053
GLNTRS,0.014509509830009905
AMPDA,0.0
OCBT,0.018051047128167592
ACACT1r,0.10920160486109634
ADEt2,0.0
TREH,0.0
GLUt2r,0.0
FECOSTt,0.0
BFFS,0.0
TRIGSer_RT,0.0
DDPAm,0.0
GBEZ,0.06375788603812958
HPROb,0.0
TMPPP,0.0001714341820319581
TKT1,-0.010846827409054072
FBA,0.0
DB4PS,0.00042852392091549034
ARGSS,0.018051047128167592
DHQS,0.02303482217164691
LEUt2r,0.0
PSCVT,0.02303482217164691
ABUTt2r,0.0
ECOAH6p,0.0
CTPS1,0.005523429665309626
LANOSTATer_RT,0.0
MIP2C226PLCg_RT,0.0
HACD5p,0.0
ACGAM6PS,0.0038157335347457724
GTHS,0.00023629119131468742
GUACYC,0.0
GLUt7m,0.0
PRASCSi,0.015016920549705423
UTUP,0.0
PPND2,0.007765980752880584
PRAGSr,0.015016920549705423
FAS120COA,0.02663666295092099
SERPTer,0.0004930117252117905
G5SD,0.02903144956122959
MTRI,0.0877473492363791
CYSS,0.0
GLCS2,0.0
HISt2r,0.03115665499733241
ATHRDHr,0.0
DOLPMTcer,0.09943194864686451
PEPAT,0.0
CYSTA,0.0
PROt2r,0.0
ACOAD9m,0.0005252556273599406
DROPPRx,0.00021426196045774517
PDXPP,0.0
G12MT1g,0.0
