,2
Growth rate,0.151
ALCD25yi,0.0
MTHFCm,0.0
AMPN,0.0
DAGCPTer_RT,0.0
PYRt2,0.0
NNDPRm,0.0
HMGCOASm,-0.014580182499987162
PDE4,0.0
PAPSR,0.0
FACOAL80p,0.0
URIH,0.0
ACOAO4p,0.0
3IPM3MT,0.0
UDPGD,0.0
CYTDK2,0.0
ACACT4m,0.0
CHTNDA,0.0
FACOAL141,0.0
ACACT7p,0.0
POLYAO,0.0
MEVK1,0.13398607499999998
DATUP,0.0
TAUDO,0.0
CSp,0.0
PSERT,0.0
GK2,0.0
CYSt2r,0.0
ATPS2v,0.0
SPHPLer,0.0
PLBPCe_RT,0.0
ALDD19xr,0.0
GTHRDH_syn,0.0
NDPK7,0.0
PPDOy,0.0
GLYCLTDy,0.0
DGK1,0.0
SLCBK2er,0.0
CERS126er,0.0
CSm,1.7701894193351868
MI145P6Kn,0.0
ADK3m,0.15113707052356112
DMATT,0.044438545
PMPK,0.000210343
LGTHL,0.0
PUNP3m,0.0
PPNDH,0.014369764
GLYTRS,0.07749622
HACD4p,0.0
GAT2er_RT,0.0128501
DASYNer_RT,0.005571899999999999
ACOAD8m,0.0
ECOAH1p,0.0
KYN,0.08695954100000086
HSTPT,0.00944656
FACOAL141p,0.0
FE2t,-0.0006468839999999999
3MOPDC,0.0
PTE11x,0.0
GLUTRS,0.031509623
AICART,0.027871731000012875
CYTD,0.0
42A12BOOX,0.0
DPGM,0.0
TPI,0.9165866720960377
COAtim,0.0
NADS2,0.0
ACACT4p,0.0
HISTRS,0.009236217
PHETRSm,0.0
OMCDC,0.048350955
LEUTA,-0.34593194000001287
DTMPK,0.000380973
ALCD23yi,0.0
FA140COAabcp,0.0
FACOAL160p,0.0
PGL,0.0
THRD_Lm,0.03713293795290355
BGLA,0.0
TRPTRS,0.0035211689999999998
AMETt2,0.0
SHSL1,0.0
AHSERL,0.0
ACtr,0.0
LNS14DMrx,0.0
ACOAD10m,0.0
TMDPP,0.0
INSTt2,0.0
IPC224PLCg_RT,0.0
DCTCP,0.0
TRPTRSm,0.0
HEX7,0.0
HICITDm,0.026022433999999997
MALtm,0.0
AMID,0.0
MCITSm,0.0
GNNUC,0.0
PNTK,0.00011627000000000165
FAO80p,0.0
ADA,0.0
GLUDxi,0.0
URAt2,0.0
FA180COAabcp,0.0
AMID2,0.0
ERGSTt,0.0
CSNATp,0.000644468
UDPG4E,0.0
CYOR_u9m,8.09977800415245
SHK3Dr,0.028262820999999137
SSALy,0.0
CYSDS,0.0
RBK,0.0
MOHMT,0.00011627000000000165
IPC324PLCg_RT,0.0
GARFT,0.018425171000012876
PYDAMK,0.0
HKYNH,0.0002541329999991488
DATCY,0.0
NNATn,0.0
METTRSm,0.0
SFGTHi,0.0
IPCS226g_RT,0.0
ACP1e,0.0
FAO141p_even,0.0
FTHFLi,0.21836532800002573
ASAD,-0.08520650595290356
ECOAH7p,0.0
FACOAL140p,0.0
ECOAH9m,0.0
HXPRT,0.0
H2Otm,-28.782584015170634
C22STDSrx,0.0
NTRLASE2,0.0
DHAD2m,0.023943918999999998
ERGSTGLCT,0.0
FACOAL182,0.0
P5CR,0.0
PSPHPLer,0.0
MI1PP,0.0
NAt3_1,0.0
NDPK10,0.0
BPNT2,0.0
RNDR3n,0.0
CPPPGO,0.000104341
PTRCt3i,0.0
NAPRT,0.0
MIP2C324PLCg_RT,0.0
ALCD2x,0.0
PTE7x,0.0
NDPK3,0.0
FAO161p_odd,0.0
LANOSTt,0.0
FACOAL120,0.0
ECOAH5m,0.0
SACCD4m,0.0
C4STMO2er,0.022111232
URIDK2r,-0.0010280079999999997
NTPP9,0.0
CERS2p24er,0.0
ALPHNH,0.0
DURIPP,0.0
GLUDy,-0.896428184952968
HSERTA,0.015135938000000015
CITtam,0.0
PHETRS,0.014369764
FMNAT,0.00011340100000000001
TYRTRS,0.009416813
TYRTRSm,0.0
NTRLASE3,0.0
ILETRSm,0.0
ASPK,0.08520650595290356
DIPS,0.0
UDPGALt2g,0.0
LALDO3,0.0
HSK,0.07007056795290355
GTPt2m,0.0
PPCDC,0.00011627000000000165
ATPATF1,0.0
PRATPP,0.00944656
ASPTRS,0.029791696
TYRt6,0.0
FAO161p_even,0.0
PSERDv_RT,0.0
IMPC,-0.027871731000012875
DGTUP,0.0
PDE5,0.0
NDPK9,0.0
RNDR4n,0.0
SUCRe,0.0
TYRt7,0.0
RPE,0.09863521333331698
HEX4,0.0
ILEt7,0.0
ADNUC,0.0
DHQTi,0.028262820999999137
ORNt3m,0.023732066000000007
LEUTAm,0.29758098500001284
ECOAH6m,0.0
NADH2_u9cm,0.0
OMCDCm,0.0
FA182COAabcp,0.0
CHLPCTD,0.0
NDPK2,0.0
ACOAH,0.0
CERS2p26er,0.0
PYK,2.320559768858749
TRDRm,0.0
FAS180COA,0.029057534000000003
PPCOAOm,0.031242994476464635
GHMT2r,-0.153225589
ACACT5p,0.0
ALLTAHr,0.0
CERS324er,0.0
PGAMT,0.0
PMEVK,0.13398607499999998
FAS80COA_L,0.032682138
DHFS,0.0005892019999999831
ACGKm,0.023732066000000007
PGCD,0.0
PPBNGS,0.000417364
PRMICI,0.00944656
PPNCL3,0.00011627000000000165
NNAMrm,0.0
PGM,-2.377085410858747
CYTK2,0.007132636
MIP2C224PLCg_RT,0.0
GTMLT,0.0
ASP1DC,0.0
ETHAPTer_RT,0.0
PGMT,-0.25311495799999995
GTHRDabcv,0.0
DOLPMMer,0.121999091
DADK,0.0
DTTGY,0.0
ZYMSTt,-0.020376695
ADNCYC,0.000270592
URIt2,0.0
ASPCT,0.01552551800000003
CYSTRS,0.005174619
ARGt2r,0.0
ACITL,0.0
G12MT2g,0.0
PFK_2,0.0
ABUTD,0.0
PEAMNO,0.0
ALDD2x,0.0
PDE1,0.0
IPCS224g_RT,0.0
ALKP,0.0
3HPCOAHYDm,0.031242994476464635
ASNt6,0.0
DGTCY,0.0
ATPS,0.0
ACGAMPM,0.004681755
PHETA1,-0.014369764
HEX10,0.0
16GS,0.026774565
MCOATAm,0.0
NADS1n,0.0
AMPTASECG,0.0
THFGLUS,0.0
ADK1,1.7926069945000624
BTDD_RR,0.0
HMGCOAS,-0.13398607499999998
GTPCI,0.0005892019999999831
GMAND,0.0
MTHFDm,0.0
LEUTRS,0.048350955
PMETMer_RT,0.0025972
G3PD1ir,0.0002718
NNAM,0.0
GLPT,0.0
DRBK,0.0
ADNt2,0.0
UREA2t2,0.0
ASPTA,-0.20613787595292937
MIPCS326g_RT,0.0
